Name,Source,Type,IsBaseItem,Rarity,Weight,Value,RequiresAttunement,Description,Property,Damage,DamageType,ArmorClass
Deck of Many Things,XDMG,,False,legendary,,,,"[""Usually found in a box or pouch, this deck contains a number of cards made of ivory or vellum. Most (75 percent) of these decks have thirteen cards, but some have twenty-two. Use the appropriate column of the Deck of Many Things table when randomly determining cards drawn from the deck."", ""Before you draw a card, you must declare how many cards you intend to draw and then draw them randomly. Any cards drawn in excess of this number have no effect. Otherwise, as soon as you draw a card from the deck, its magic takes effect. You must draw each card no more than 1 hour after the previous draw. If you fail to draw the chosen number, the remaining number of cards fly from the deck on their own and take effect all at once."", ""Once a card is drawn, it disappears. Unless the card is the Fool or Jester, the card reappears in the deck, making it possible to draw the same card twice. (Once the Fool or Jester has left the deck, reroll on the table if that card comes up again.)"", {""type"": ""table"", ""caption"": ""Deck of Many Things"", ""colStyles"": [""col-2 text-center"", ""col-2 text-center"", ""col-8""], ""colLabels"": [""{@dice 1d100} (13-Card Deck)"", ""{@dice 1d100} (22-Card Deck)"", ""Card""], ""rows"": [[""—"", ""01-05"", ""Balance""], [""—"", ""06-10"", ""Comet""], [""—"", ""11-14"", ""Donjon""], [""01-08"", ""15-18"", ""Euryale""], [""—"", ""19-23"", ""Fates""], [""09-16"", ""24-27"", ""Flames""], [""—"", ""28-31"", ""Fool""], [""—"", ""32-36"", ""Gem""], [""17-24"", ""37-41"", ""Jester""], [""25-32"", ""42-46"", ""Key""], [""33-40"", ""47-51"", ""Knight""], [""41-48"", ""52-56"", ""Moon""], [""—"", ""57-60"", ""Puzzle""], [""49-56"", ""61-64"", ""Rogue""], [""57-64"", ""65-68"", ""Ruin""], [""—"", ""69-73"", ""Sage""], [""65-72"", ""74-77"", ""Skull""], [""73-80"", ""78-82"", ""Star""], [""81-88"", ""83-87"", ""Sun""], [""—"", ""88-91"", ""Talons""], [""89-96"", ""92-96"", ""Throne""], [""97-00"", ""97-00"", ""Void""]]}, ""Each card's effect is described below."", {""type"": ""entries"", ""name"": ""Balance"", ""entries"": [""You can increase one of your ability scores by 2, to a maximum of 22, provided you also decrease another one of your ability scores by 2. You can't decrease an ability that has a score of 5 or lower. Alternatively, you can choose not to adjust your ability scores, in which case this card has no effect.""]}, {""type"": ""entries"", ""name"": ""Comet"", ""entries"": [""The next time you enter combat against one or more {@variantrule Hostile [Attitude]|XPHB|Hostile} creatures, you can select one of them as your foe when you roll {@variantrule Initiative|XPHB}. If you reduce your foe to 0 {@variantrule Hit Points|XPHB} during that combat, you have {@variantrule Advantage|XPHB} on {@variantrule Death Saving Throw|XPHB|Death Saving Throws} for 1 year. If someone else reduces your chosen foe to 0 {@variantrule Hit Points|XPHB} or you don't choose a foe, this card has no effect.""]}, {""type"": ""entries"", ""name"": ""Donjon"", ""entries"": [""You disappear and become entombed in a state of suspended animation in an extradimensional sphere. Everything you're wearing and carrying disappears with you except for Artifacts, which stay behind in the space you occupied when you disappeared. You remain imprisoned until you are found and removed from the sphere. You can't be located by any Divination magic, but a {@spell Wish|XPHB} spell can reveal the location of your prison. You draw no more cards.""]}, {""type"": ""entries"", ""name"": ""Euryale"", ""entries"": [""The card's medusa-like visage curses you. You take a -2 penalty to saving throws while cursed in this way. Only a god or the magic of the Fates card can end this curse.""]}, {""type"": ""entries"", ""name"": ""Fates"", ""entries"": [""Reality's fabric unravels and spins anew, allowing you to avoid or erase one event as if it never happened. You can use the card's magic as soon as you draw the card or at any other time before you die.""]}, {""type"": ""entries"", ""name"": ""Flames"", ""entries"": [""A powerful devil becomes your enemy. The devil seeks your ruin and torments you, savoring your suffering before attempting to slay you. This enmity lasts until either you or the devil dies.""]}, {""type"": ""inset"", ""name"": ""A Question of Enmity"", ""entries"": [""Two of the cards in the Deck of Many Things can earn a character the enmity of another being. With the Flames card, the enmity is overt. The character should experience the devil's malevolent efforts on multiple occasions. Seeking out the fiend shouldn't be a simple task, and the adventurer should clash with the devil's allies and followers a few times before being able to confront the devil."", ""In the case of the Rogue card, the enmity is secret and should come from someone thought to be a friend or an ally. As Dungeon Master, you should wait for a dramatically appropriate moment to reveal this enmity, leaving the adventurer guessing who is likely to become a betrayer.""]}, {""type"": ""entries"", ""name"": ""Fool"", ""entries"": [""You have {@variantrule Disadvantage|XPHB} on {@variantrule D20 Test|XPHB|D20 Tests} for the next 72 hours. Draw another card; this draw doesn't count as one of your declared draws.""]}, {""type"": ""entries"", ""name"": ""Gem"", ""entries"": [""Twenty-five pieces of jewelry worth 2,000 GP each or fifty gems worth 1,000 GP each appear at your feet.""]}, {""type"": ""entries"", ""name"": ""Jester"", ""entries"": [""You have {@variantrule Advantage|XPHB} on {@variantrule D20 Test|XPHB|D20 Tests} for the next 72 hours, or you can draw two additional cards beyond your declared draws.""]}, {""type"": ""entries"", ""name"": ""Key"", ""entries"": [""A Rare or rarer magic weapon with which you are proficient appears on your person. The DM chooses the weapon.""]}, {""type"": ""entries"", ""name"": ""Knight"", ""entries"": [""You gain the service of a {@creature Knight|XMM}, who magically appears in an unoccupied space you choose within 30 feet of yourself. The knight has the same alignment as you and serves you loyally until death, believing the two of you have been drawn together by fate. Work with your DM to create a name and backstory for this NPC. The DM can use a different stat block to represent the knight, as desired.""]}, {""type"": ""entries"", ""name"": ""Moon"", ""entries"": [""You gain the ability to cast {@spell Wish|XPHB} {@dice 1d3} times.""]}, {""type"": ""entries"", ""name"": ""Puzzle"", ""entries"": [""Permanently reduce your Intelligence or Wisdom by {@dice 1d4 + 1} (to a minimum score of 1). You can draw one additional card beyond your declared draws.""]}, {""type"": ""entries"", ""name"": ""Rogue"", ""entries"": [""An NPC of the DM's choice becomes {@variantrule Hostile [Attitude]|XPHB|Hostile} toward you. You don't know the identity of this NPC until they or someone else reveals it. Nothing less than a {@spell Wish|XPHB} spell or divine intervention can end the NPC's hostility toward you.""]}, {""type"": ""entries"", ""name"": ""Ruin"", ""entries"": [""All forms of wealth that you carry or own, other than magic items, are lost to you. Portable property vanishes. Businesses, buildings, and land you own are lost in a way that alters reality the least. If you have a Bastion (see the {@book Dungeon Master's Guide|XDMG|7}), it is destroyed by some calamity beyond your control. Any documentation that proves you should own something lost to this card also disappears.""]}, {""type"": ""entries"", ""name"": ""Sage"", ""entries"": [""At any time you choose within one year of drawing this card, you can ask a question in meditation and mentally receive a truthful answer to that question.""]}, {""type"": ""entries"", ""name"": ""Skull"", ""entries"": [""An {@creature Avatar of Death|XDMG} appears in an unoccupied space as close to you as possible. The avatar targets only you with its attacks, appearing as a ghostly skeleton clad in a tattered black robe and carrying a spectral scythe. The avatar disappears when it drops to 0 {@variantrule Hit Points|XPHB} or you die. If an ally of yours deals damage to the avatar, that ally summons another Avatar of Death. The new avatar appears in an unoccupied space as close to that ally as possible and targets only that ally with its attacks. You and your allies can each summon only one avatar as a consequence of this draw. A creature slain by an avatar can't be restored to life.""]}, {""type"": ""entries"", ""name"": ""Star"", ""entries"": [""Increase one of your ability scores by 2, to a maximum of 24.""]}, {""type"": ""entries"", ""name"": ""Sun"", ""entries"": [""A magic item (chosen by the DM) appears on your person. In addition, you gain 10 {@variantrule Temporary Hit Points|XPHB} daily at dawn until you die.""]}, {""type"": ""entries"", ""name"": ""Talons"", ""entries"": [""Every magic item you wear or carry disintegrates. Artifacts in your possession vanish instead.""]}, {""type"": ""entries"", ""name"": ""Throne"", ""entries"": [""You gain proficiency and {@variantrule Expertise|XPHB} in your choice of {@skill History|XPHB}, {@skill Insight|XPHB}, {@skill Intimidation|XPHB}, or {@skill Persuasion|XPHB}. In addition, you gain rightful ownership of a small keep somewhere in the world. However, the keep is currently home to one or more monsters, which must be cleared out before you can claim the keep as yours.""]}, {""type"": ""entries"", ""name"": ""Void"", ""entries"": [""Your soul is drawn from your body and contained in an object in a place of the DM's choice. One or more powerful beings guard the place. While your soul is trapped in this way, your body is inert, ceases aging, and requires no food, air, or water. A {@spell Wish|XPHB} spell can't return your soul to your body, but the spell reveals the location of the object that holds your soul. You draw no more cards.""]}]",,,,
Dice Set,XPHB,GS|XPHB,False,none,,10,,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Wisdom""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Discern whether someone is cheating ({@dc 10}), or win the game ({@dc 20})""]}]}]",,,,
Dimensional Shackles,XDMG,,False,rare,,,,"[""You can take a {@action Utilize|XPHB} action to place these shackles on a creature that has the {@condition Incapacitated|XPHB} condition. The shackles adjust to fit a creature of Small to Large size. The shackles prevent a creature bound by them from using any method of extradimensional movement, including teleportation or travel to a different plane of existence. They don't prevent the creature from passing through an interdimensional portal."", ""You and any creature you designate when you use the shackles can take a {@action Utilize|XPHB} action to remove them. Once every 30 days, the bound creature can make a {@dc 30} Strength ({@skill Athletics|XPHB}) check. On a successful check, the creature breaks free and destroys the shackles.""]",,,,
Diplomat's Pack,XPHB,G|XPHB,False,none,39,3900,,"[""A Diplomat's Pack contains the following items: {@item Chest|XPHB}, {@item Fine Clothes|XPHB}, {@item Ink|XPHB}, 5 {@item Ink Pen|XPHB|Ink Pens}, {@item Lamp|XPHB}, 2 {@item Map or Scroll Case|XPHB|Map or Scroll Cases}, 4 flasks of {@item Oil|XPHB}, 5 sheets of {@item Paper|XPHB}, 5 sheets of {@item Parchment|XPHB}, {@item Perfume|XPHB}, and {@item Tinderbox|XPHB}.""]",,,,
Disguise Kit,XPHB,T|XPHB,False,none,3,2500,,"[{""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""name"": ""Ability:"", ""type"": ""item"", ""entries"": [""Charisma""]}, {""name"": ""Utilize:"", ""type"": ""item"", ""entries"": [""Apply makeup ({@dc 10})""]}, {""name"": ""Craft:"", ""type"": ""item"", ""entries"": [""{@item Costume|XPHB}""]}]}]",,,,
Draft Horse,XPHB,MNT|XPHB,False,none,,5000,,,,,,
Dungeoneer's Pack,XPHB,G|XPHB,False,none,55,1200,,"[""A Dungeoneer's Pack contains the following items: {@item Backpack|XPHB}, {@item Caltrops|XPHB}, {@item Crowbar|XPHB}, 2 flasks of {@item Oil|XPHB}, 10 days of {@item Rations|XPHB}, {@item Rope|XPHB}, {@item Tinderbox|XPHB}, 10 {@item Torch|XPHB|Torches}, and {@item Waterskin|XPHB}.""]",,,,
Dust of Disappearance,XDMG,,False,uncommon,,,,"[""This powder resembles fine sand. There is enough of it for one use. When you take a {@action Utilize|XPHB} action to throw the dust into the air, you and each creature and object within a 10-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from you have the {@condition Invisible|XPHB} condition for {@dice 2d4} minutes. The duration is the same for all subjects, and the dust is consumed when its magic takes effect. Immediately after an affected creature makes an attack roll, deals damage, or casts a spell, the {@condition Invisible|XPHB} condition ends for that creature.""]",,,,
Dust of Dryness,XDMG,,False,uncommon,,,,"[""This small packet contains {@dice 1d6 + 4} pinches of dust. As a {@action Utilize|XPHB} action, you can sprinkle a pinch of the dust over water, turning up to a 15-foot {@variantrule Cube [Area of Effect]|XPHB|Cube} of water into one marble-sized pellet, which floats or rests near where the dust was sprinkled. The pellet's weight is negligible. A creature can take a {@action Utilize|XPHB} action to smash the pellet against a hard surface, causing the pellet to shatter and release the water the dust absorbed. Doing so destroys the pellet and ends its magic."", ""As a {@action Utilize|XPHB} action, you can sprinkle a pinch of the dust on an Elemental within 5 feet of yourself that is composed mostly of water (such as a {@creature Water Elemental|XMM} or a {@creature Water Weird|XMM}). Such a creature exposed to a pinch of the dust makes a {@dc 13} Constitution saving throw, taking {@damage 10d6} Necrotic damage on a failed save or half as much damage on a successful one.""]",,,,
Dust of Sneezing and Choking,XDMG,,False,uncommon,,,,"[""Found in a small container, this powder resembles {@item Dust of Disappearance|XDMG}, and {@spell Identify|XPHB} reveals it to be such. There is enough of it for one use."", ""As a {@action Utilize|XPHB} action, you can throw the dust into the air, forcing yourself and every creature in a 30-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from you to make a {@dc 15} Constitution saving throw. Constructs, Elementals, Oozes, Plants, and Undead succeed on the save automatically."", ""On a failed save, a creature begins sneezing uncontrollably; it has the {@condition Incapacitated|XPHB} condition and is suffocating. The creature repeats the save at the end of each of its turns, ending the effect on itself on a success. The effect also ends on any creature targeted by a {@spell Lesser Restoration|XPHB} spell.""]",,,,
Dwarven Thrower,XDMG,M|XPHB,False,very rare,5,,by a Dwarf or a Creature Attuned to a {@item Belt of Dwarvenkind|XDMG},"[""You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon. It has {@itemProperty T|XPHB|Thrown} with a normal range of 20 feet and a long range of 60 feet. When you hit with a ranged attack using this weapon, it deals an extra {@damage 1d8} Force damage, or an extra {@damage 2d8} Force damage if the target is a Giant. Immediately after hitting or missing, the weapon flies back to your hand.""]","[""T|XPHB"", ""V|XPHB""]",1d8,B,
Efreeti Bottle,XDMG,,False,very rare,,,,"[""When you take a {@action Magic|XPHB} action to remove the stopper of this painted brass bottle, a cloud of thick smoke flows out of it. At the end of your turn, the smoke disappears with a flash of harmless fire, and an {@creature Efreeti|XMM} appears in an unoccupied space within 30 feet of you."", ""The first time the bottle is opened, the DM rolls on the following table to determine what happens."", {""type"": ""table"", ""colStyles"": [""col-2 text-center"", ""col-10""], ""colLabels"": [""1d10"", ""Effect""], ""rows"": [[""1"", ""The {@creature efreeti|XMM} attacks you. After fighting for 5 rounds, the efreeti disappears, and the bottle loses its magic.""], [""2-9"", ""The {@creature efreeti|XMM} understands your languages and obeys your commands for 1 hour, after which it returns to the bottle, and a new stopper contains it. The stopper can't be removed for 24 hours. The next two times the bottle is opened, the same effect occurs. If the bottle is opened a fourth time, the efreeti escapes and disappears, and the bottle loses its magic.""], [""10"", ""The {@creature efreeti|XMM} understands your languages and can cast {@spell Wish|XPHB} once for you. It disappears when it grants the wish or after 1 hour, and the bottle loses its magic.""]]}]",,,,
"Elemental Gem, Blue Sapphire",XDMG,,False,uncommon,,,,"[""This gem contains a mote of elemental energy. When you take a {@action Utilize|XPHB} action to break the gem, an {@creature Air Elemental|XMM} is summoned, and the gem ceases to be magical. The elemental appears in an unoccupied space as close to the broken gem as possible, understands your languages, obeys your commands, and takes its turn immediately after you on your {@variantrule Initiative|XPHB} count. The elemental disappears after 1 hour, when it dies, or when you dismiss it as a {@variantrule Bonus Action|XPHB}.""]",,,,
"Elemental Gem, Emerald",XDMG,,False,uncommon,,,,"[""This gem contains a mote of elemental energy. When you take a {@action Utilize|XPHB} action to break the gem, a {@creature Water Elemental|XMM} is summoned, and the gem ceases to be magical. The elemental appears in an unoccupied space as close to the broken gem as possible, understands your languages, obeys your commands, and takes its turn immediately after you on your {@variantrule Initiative|XPHB} count. The elemental disappears after 1 hour, when it dies, or when you dismiss it as a {@variantrule Bonus Action|XPHB}.""]",,,,
