Name,Source,Size,Type,Alignment,AC,HP,Speed,STR,DEX,CON,INT,WIS,CHA,Save,Skill,Passive Perception,Languages,CR,Traits,Actions,Bonus Actions,Reactions,Legendary Actions,Spellcasting
Young Blue Dragon,MM,"[""L""]",dragon,"[""L"", ""E""]","[{""ac"": 18, ""from"": [""natural armor""]}]","{""average"": 152, ""formula"": ""16d10 + 64""}","{""walk"": 40, ""burrow"": 20, ""fly"": 80}",21,10,19,14,13,17,"{""dex"": ""+4"", ""con"": ""+8"", ""wis"": ""+5"", ""cha"": ""+7""}","{""perception"": ""+9"", ""stealth"": ""+4""}",19,"[""Common"", ""Draconic""]",9,,"[{""name"": ""Multiattack"", ""entries"": [""The dragon makes three attacks: one with its bite and two with its claws.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 9} to hit, reach 10 ft., one target. {@h}16 ({@damage 2d10 + 5}) piercing damage plus 5 ({@damage 1d10}) lightning damage.""]}, {""name"": ""Claw"", ""entries"": [""{@atk mw} {@hit 9} to hit, reach 5 ft., one target. {@h}12 ({@damage 2d6 + 5}) slashing damage.""]}, {""name"": ""Lightning Breath {@recharge 5}"", ""entries"": [""The dragon exhales lightning in a 60-foot line that is 5 feet wide. Each creature in that line must make a {@dc 16} Dexterity saving throw, taking 55 ({@damage 10d10}) lightning damage on a failed save, or half as much damage on a successful one.""]}]",,,,
Young Brass Dragon,MM,"[""L""]",dragon,"[""C"", ""G""]","[{""ac"": 17, ""from"": [""natural armor""]}]","{""average"": 110, ""formula"": ""13d10 + 39""}","{""walk"": 40, ""burrow"": 20, ""fly"": 80}",19,10,17,12,11,15,"{""dex"": ""+3"", ""con"": ""+6"", ""wis"": ""+3"", ""cha"": ""+5""}","{""perception"": ""+6"", ""persuasion"": ""+5"", ""stealth"": ""+3""}",16,"[""Common"", ""Draconic""]",6,,"[{""name"": ""Multiattack"", ""entries"": [""The dragon makes three attacks: one with its bite and two with its claws.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 10 ft., one target. {@h}15 ({@damage 2d10 + 4}) piercing damage.""]}, {""name"": ""Claw"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 5 ft., one target. {@h}11 ({@damage 2d6 + 4}) slashing damage.""]}, {""name"": ""Breath Weapons {@recharge 5}"", ""entries"": [""The dragon uses one of the following breath weapons."", {""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""type"": ""item"", ""name"": ""Fire Breath"", ""entry"": ""The dragon exhales fire in a 40-foot line that is 5 feet wide. Each creature in that line must make a {@dc 14} Dexterity saving throw, taking 42 ({@damage 12d6}) fire damage on a failed save, or half as much damage on a successful one.""}, {""type"": ""item"", ""name"": ""Sleep Breath"", ""entry"": ""The dragon exhales sleep gas in a 30-foot cone. Each creature in that area must succeed on a {@dc 14} Constitution saving throw or fall {@condition unconscious} for 5 minutes. This effect ends for a creature if the creature takes damage or someone uses an action to wake it.""}]}]}]",,,,
Young Bronze Dragon,MM,"[""L""]",dragon,"[""L"", ""G""]","[{""ac"": 18, ""from"": [""natural armor""]}]","{""average"": 142, ""formula"": ""15d10 + 60""}","{""walk"": 40, ""fly"": 80, ""swim"": 40}",21,10,19,14,13,17,"{""dex"": ""+3"", ""con"": ""+7"", ""wis"": ""+4"", ""cha"": ""+6""}","{""insight"": ""+4"", ""perception"": ""+7"", ""stealth"": ""+3""}",17,"[""Common"", ""Draconic""]",8,"[{""name"": ""Amphibious"", ""entries"": [""The dragon can breathe air and water.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The dragon makes three attacks: one with its bite and two with its claws.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 8} to hit, reach 10 ft., one target. {@h}16 ({@damage 2d10 + 5}) piercing damage.""]}, {""name"": ""Claw"", ""entries"": [""{@atk mw} {@hit 8} to hit, reach 5 ft., one target. {@h}12 ({@damage 2d6 + 5}) slashing damage.""]}, {""name"": ""Breath Weapons {@recharge 5}"", ""entries"": [""The dragon uses one of the following breath weapons."", {""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""type"": ""item"", ""name"": ""Lightning Breath"", ""entry"": ""The dragon exhales lightning in a 60-foot line that is 5 feet wide. Each creature in that line must make a {@dc 15} Dexterity saving throw, taking 55 ({@damage 10d10}) lightning damage on a failed save, or half as much damage on a successful one.""}, {""type"": ""item"", ""name"": ""Repulsion Breath"", ""entry"": ""The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a {@dc 15} Strength saving throw. On a failed save, the creature is pushed 40 feet away from the dragon.""}]}]}]",,,,
Young Copper Dragon,MM,"[""L""]",dragon,"[""C"", ""G""]","[{""ac"": 17, ""from"": [""natural armor""]}]","{""average"": 119, ""formula"": ""14d10 + 42""}","{""walk"": 40, ""climb"": 40, ""fly"": 80}",19,12,17,16,13,15,"{""dex"": ""+4"", ""con"": ""+6"", ""wis"": ""+4"", ""cha"": ""+5""}","{""deception"": ""+5"", ""perception"": ""+7"", ""stealth"": ""+4""}",17,"[""Common"", ""Draconic""]",7,,"[{""name"": ""Multiattack"", ""entries"": [""The dragon makes three attacks: one with its bite and two with its claws.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 10 ft., one target. {@h}15 ({@damage 2d10 + 4}) piercing damage.""]}, {""name"": ""Claw"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 5 ft., one target. {@h}11 ({@damage 2d6 + 4}) slashing damage.""]}, {""name"": ""Breath Weapons {@recharge 5}"", ""entries"": [""The dragon uses one of the following breath weapons."", {""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""type"": ""item"", ""name"": ""Acid Breath"", ""entry"": ""The dragon exhales acid in a 40-foot line that is 5 feet wide. Each creature in that line must make a {@dc 14} Dexterity saving throw, taking 40 ({@damage 9d8}) acid damage on a failed save, or half as much damage on a successful one.""}, {""type"": ""item"", ""name"": ""Slowing Breath"", ""entry"": ""The dragon exhales gas in a 30-foot cone. Each creature in that area must succeed on a {@dc 14} Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save.""}]}]}]",,,,
Young Gold Dragon,MM,"[""L""]",dragon,"[""L"", ""G""]","[{""ac"": 18, ""from"": [""natural armor""]}]","{""average"": 178, ""formula"": ""17d10 + 85""}","{""walk"": 40, ""fly"": 80, ""swim"": 40}",23,14,21,16,13,20,"{""dex"": ""+6"", ""con"": ""+9"", ""wis"": ""+5"", ""cha"": ""+9""}","{""insight"": ""+5"", ""perception"": ""+9"", ""persuasion"": ""+9"", ""stealth"": ""+6""}",19,"[""Common"", ""Draconic""]",10,"[{""name"": ""Amphibious"", ""entries"": [""The dragon can breathe air and water.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The dragon makes three attacks: one with its bite and two with its claws.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 10} to hit, reach 10 ft., one target. {@h}17 ({@damage 2d10 + 6}) piercing damage.""]}, {""name"": ""Claw"", ""entries"": [""{@atk mw} {@hit 10} to hit, reach 5 ft., one target. {@h}13 ({@damage 2d6 + 6}) slashing damage.""]}, {""name"": ""Breath Weapons {@recharge 5}"", ""entries"": [""The dragon uses one of the following breath weapons."", {""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""type"": ""item"", ""name"": ""Fire Breath"", ""entry"": ""The dragon exhales fire in a 30-foot cone. Each creature in that area must make a {@dc 17} Dexterity saving throw, taking 55 ({@damage 10d10}) fire damage on a failed save, or half as much damage on a successful one.""}, {""type"": ""item"", ""name"": ""Weakening Breath"", ""entry"": ""The dragon exhales gas in a 30-foot cone. Each creature in that area must succeed on a {@dc 17} Strength saving throw or have disadvantage on Strength-based attack rolls, Strength checks, and Strength saving throws for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.""}]}]}]",,,,
Young Green Dragon,MM,"[""L""]",dragon,"[""L"", ""E""]","[{""ac"": 18, ""from"": [""natural armor""]}]","{""average"": 136, ""formula"": ""16d10 + 48""}","{""walk"": 40, ""fly"": 80, ""swim"": 40}",19,12,17,16,13,15,"{""dex"": ""+4"", ""con"": ""+6"", ""wis"": ""+4"", ""cha"": ""+5""}","{""deception"": ""+5"", ""perception"": ""+7"", ""stealth"": ""+4""}",17,"[""Common"", ""Draconic""]",8,"[{""name"": ""Amphibious"", ""entries"": [""The dragon can breathe air and water.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The dragon makes three attacks: one with its bite and two with its claws.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 10 ft., one target. {@h}15 ({@damage 2d10 + 4}) piercing damage plus 7 ({@damage 2d6}) poison damage.""]}, {""name"": ""Claw"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 5 ft., one target. {@h}11 ({@damage 2d6 + 4}) slashing damage.""]}, {""name"": ""Poison Breath {@recharge 5}"", ""entries"": [""The dragon exhales poisonous gas in a 30-foot cone. Each creature in that area must make a {@dc 14} Constitution saving throw, taking 42 ({@damage 12d6}) poison damage on a failed save, or half as much damage on a successful one.""]}]",,,,
Young Red Dragon,MM,"[""L""]",dragon,"[""C"", ""E""]","[{""ac"": 18, ""from"": [""natural armor""]}]","{""average"": 178, ""formula"": ""17d10 + 85""}","{""walk"": 40, ""climb"": 40, ""fly"": 80}",23,10,21,14,11,19,"{""dex"": ""+4"", ""con"": ""+9"", ""wis"": ""+4"", ""cha"": ""+8""}","{""perception"": ""+8"", ""stealth"": ""+4""}",18,"[""Common"", ""Draconic""]",10,,"[{""name"": ""Multiattack"", ""entries"": [""The dragon makes three attacks: one with its bite and two with its claws.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 10} to hit, reach 10 ft., one target. {@h}17 ({@damage 2d10 + 6}) piercing damage plus 3 ({@damage 1d6}) fire damage.""]}, {""name"": ""Claw"", ""entries"": [""{@atk mw} {@hit 10} to hit, reach 5 ft., one target. {@h}13 ({@damage 2d6 + 6}) slashing damage.""]}, {""name"": ""Fire Breath {@recharge 5}"", ""entries"": [""The dragon exhales fire in a 30-foot cone. Each creature in that area must make a {@dc 17} Dexterity saving throw, taking 56 ({@damage 16d6}) fire damage on a failed save, or half as much damage on a successful one.""]}]",,,,
Young Silver Dragon,MM,"[""L""]",dragon,"[""L"", ""G""]","[{""ac"": 18, ""from"": [""natural armor""]}]","{""average"": 168, ""formula"": ""16d10 + 80""}","{""walk"": 40, ""fly"": 80}",23,10,21,14,11,19,"{""dex"": ""+4"", ""con"": ""+9"", ""wis"": ""+4"", ""cha"": ""+8""}","{""arcana"": ""+6"", ""history"": ""+6"", ""perception"": ""+8"", ""stealth"": ""+4""}",18,"[""Common"", ""Draconic""]",9,,"[{""name"": ""Multiattack"", ""entries"": [""The dragon makes three attacks: one with its bite and two with its claws.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 10} to hit, reach 10 ft., one target. {@h}17 ({@damage 2d10 + 6}) piercing damage.""]}, {""name"": ""Claw"", ""entries"": [""{@atk mw} {@hit 10} to hit, reach 5 ft., one target. {@h}13 ({@damage 2d6 + 6}) slashing damage.""]}, {""name"": ""Breath Weapons {@recharge 5}"", ""entries"": [""The dragon uses one of the following breath weapons."", {""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""type"": ""item"", ""name"": ""Cold Breath"", ""entry"": ""The dragon exhales an icy blast in a 30-foot cone. Each creature in that area must make a {@dc 17} Constitution saving throw, taking 54 ({@damage 12d8}) cold damage on a failed save, or half as much damage on a successful one.""}, {""type"": ""item"", ""name"": ""Paralyzing Breath"", ""entry"": ""The dragon exhales paralyzing gas in a 30-foot cone. Each creature in that area must succeed on a {@dc 17} Constitution saving throw or be {@condition paralyzed} for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.""}]}]}]",,,,
Young White Dragon,MM,"[""L""]",dragon,"[""C"", ""E""]","[{""ac"": 17, ""from"": [""natural armor""]}]","{""average"": 133, ""formula"": ""14d10 + 56""}","{""walk"": 40, ""burrow"": 20, ""fly"": 80, ""swim"": 40}",18,10,18,6,11,12,"{""dex"": ""+3"", ""con"": ""+7"", ""wis"": ""+3"", ""cha"": ""+4""}","{""perception"": ""+6"", ""stealth"": ""+3""}",16,"[""Common"", ""Draconic""]",6,"[{""name"": ""Ice Walk"", ""entries"": [""The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, {@quickref difficult terrain||3} composed of ice or snow doesn't cost it extra movement.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The dragon makes three attacks: one with its bite and two with its claws.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 10 ft., one target. {@h}15 ({@damage 2d10 + 4}) piercing damage plus 4 ({@damage 1d8}) cold damage.""]}, {""name"": ""Claw"", ""entries"": [""{@atk mw} {@hit 7} to hit, reach 5 ft., one target. {@h}11 ({@damage 2d6 + 4}) slashing damage.""]}, {""name"": ""Cold Breath {@recharge 5}"", ""entries"": [""The dragon exhales an icy blast in a 30-foot cone. Each creature in that area must make a {@dc 15} Constitution saving throw, taking 45 ({@damage 10d8}) cold damage on a failed save, or half as much damage on a successful one.""]}]",,,,
Zombie,MM,"[""M""]",undead,"[""N"", ""E""]",[8],"{""average"": 22, ""formula"": ""3d8 + 9""}","{""walk"": 20}",13,6,16,3,6,5,"{""wis"": ""+0""}",,8,"[""understands all languages it spoke in life but can't speak""]",1/4,"[{""name"": ""Undead Fortitude"", ""entries"": [""If damage reduces the zombie to 0 hit points, it must make a Constitution saving throw with a DC of 5 + the damage taken, unless the damage is radiant or from a critical hit. On a success, the zombie drops to 1 hit point instead.""]}]","[{""name"": ""Slam"", ""entries"": [""{@atk mw} {@hit 3} to hit, reach 5 ft., one target. {@h}4 ({@damage 1d6 + 1}) bludgeoning damage.""]}]",,,,
